Year,Unemployment rate (%),Vacancy rate (%)
1980.83333333333,0.074585378551242,0.0407
1980.91666666667,0.0718943289365825,0.0392
1981,0.0747134948993761,0.0381
1981.08333333333,0.0743796308272205,0.0386
1981.16666666667,0.0735309019557267,0.0385
1981.25,0.0722423686022493,0.0383
1981.33333333333,0.0748384025196389,0.0377
1981.41666666667,0.0747075537842725,0.0383
1981.5,0.072432661483474,0.0379
1981.58333333333,0.0739112439641297,0.0375
1981.66666666667,0.075996823462057,0.0357
1981.75,0.0793036395656002,0.0335
1981.83333333333,0.0826559009850232,0.0333
1981.91666666667,0.0850870427501102,0.0318
1982,0.0861406741284639,0.0316
1982.08333333333,0.0886568554906958,0.0303
1982.16666666667,0.0903100386065147,0.0294
1982.25,0.0932799125842287,0.0281
1982.33333333333,0.0935709047450906,0.0277
1982.41666666667,0.0957295082711821,0.0263
1982.5,0.0983215819905385,0.025
1982.58333333333,0.0984581139041208,0.0242
1982.66666666667,0.101308694827539,0.0229
1982.75,0.104104962797082,0.0229
1982.83333333333,0.107501125619091,0.0229
1982.91666666667,0.108486447071109,0.0238
1983,0.104196214824518,0.0242
1983.08333333333,0.104353092177812,0.0242
1983.16666666667,0.103158599112011,0.025
1983.25,0.101671057855416,0.0255
1983.33333333333,0.10067150438644,0.0277
1983.41666666667,0.100519311041393,0.0275
1983.5,0.0943841941372275,0.0292
1983.58333333333,0.0946529924887063,0.0296
1983.66666666667,0.0915599565441949,0.0301
1983.75,0.0883351500098279,0.0331
1983.83333333333,0.0846401967423459,0.0331
1983.91666666667,0.0830699653689674,0.0344
1984,0.0802787655179175,0.0353
1984.08333333333,0.0780624250765884,0.0368
1984.16666666667,0.0775953084382458,0.0368
1984.25,0.0774726343525084,0.0383
1984.33333333333,0.0744045262166847,0.0386
1984.41666666667,0.0722739133872796,0.0394
1984.5,0.0749043624749939,0.0399
1984.58333333333,0.0749371052585282,0.0386
1984.66666666667,0.0734869178003987,0.0396
1984.75,0.0735052929774862,0.0397
1984.83333333333,0.0718052027678024,0.0392
1984.91666666667,0.0729440308602648,0.0407
1985,0.0734190455436914,0.0396
1985.08333333333,0.0724346251610432,0.0397
1985.16666666667,0.0723068118756937,0.0407
1985.25,0.0727904899810112,0.0396
1985.33333333333,0.0720447090268497,0.0405
1985.41666666667,0.073587613621537,0.0405
1985.5,0.073820672910163,0.0401
1985.58333333333,0.0710896774249508,0.0403
1985.66666666667,0.071161727276649,0.0409
1985.75,0.0714451762882604,0.0401
1985.83333333333,0.0699875145305033,0.0409
1985.91666666667,0.0699417295494783,0.0397
1986,0.0668055055621261,0.0396
1986.08333333333,0.0718844646737735,0.0394
1986.16666666667,0.0715150998123187,0.039
1986.25,0.0712946230693171,0.0392
1986.33333333333,0.0718041658158056,0.0385
1986.41666666667,0.0720504047965855,0.0407
1986.5,0.0704230121308062,0.039
1986.58333333333,0.0688531527719001,0.0394
1986.66666666667,0.0701887748638034,0.0397
1986.75,0.0695517904755476,0.0396
1986.83333333333,0.0687745502975538,0.0412
1986.91666666667,0.0664609521882456,0.039
1987,0.0664058227102528,0.0385
1987.08333333333,0.0660247477376135,0.0407
1987.16666666667,0.0659176658002851,0.0423
1987.25,0.0631997050345244,0.042
1987.33333333333,0.0631124591693887,0.0429
1987.41666666667,0.0618334392029688,0.0429
1987.5,0.0606161698720622,0.0429
1987.58333333333,0.0603484100467096,0.0447
1987.66666666667,0.0591779086917033,0.0446
1987.75,0.0599706246006522,0.0449
1987.83333333333,0.0583623693379791,0.0455
1987.91666666667,0.057450985264518,0.0434
1988,0.0574775355669634,0.0423
1988.08333333333,0.0571907293076694,0.0429
1988.16666666667,0.0568673343643777,0.044
1988.25,0.0544407881172114,0.0436
1988.33333333333,0.055991938614532,0.0446
1988.41666666667,0.0538885184361957,0.0433
1988.5,0.0542884149097933,0.044
1988.58333333333,0.0560327533265097,0.044
1988.66666666667,0.0541489012791079,0.0422
1988.75,0.0537453152873018,0.0444
1988.83333333333,0.0533036522419824,0.0429
1988.91666666667,0.0531552250004078,0.0438
1989,0.0541534970418997,0.0423
1989.08333333333,0.0516425061923905,0.0423
1989.16666666667,0.0503542243177226,0.0412
1989.25,0.0523449196779023,0.0433
1989.33333333333,0.0516303027357986,0.0414
1989.41666666667,0.0530424613895722,0.0396
1989.5,0.0523929755499447,0.0403
1989.58333333333,0.0524378654382037,0.0399
1989.66666666667,0.0531691731749823,0.0397
1989.75,0.0533769150880357,0.0407
1989.83333333333,0.0539566902284233,0.039
1989.91666666667,0.0535514912005912,0.0403
1990,0.0536584202872061,0.0394
1990.08333333333,0.0529074854824596,0.0377
1990.16666666667,0.052447913768571,0.0375
1990.25,0.0540951380432793,0.037
1990.33333333333,0.053553414407473,0.0361
1990.41666666667,0.0524794342732912,0.0357
1990.5,0.0550536060827792,0.0357
1990.58333333333,0.0570521469957933,0.0342
1990.66666666667,0.0585263559241254,0.0329
1990.75,0.0592007619349974,0.0312
1990.83333333333,0.0615848338224796,0.029
1990.91666666667,0.0626357596993864,0.029
1991,0.0636338374816403,0.027
1991.08333333333,0.0655848278051103,0.0261
1991.16666666667,0.0680143855257529,0.0255
1991.25,0.0666861586117521,0.0253
1991.33333333333,0.0692366218615268,0.0253
1991.41666666667,0.0688033815927999,0.0257
1991.5,0.0680596730979596,0.0248
1991.58333333333,0.0686959968291716,0.0244
1991.66666666667,0.0688669561784445,0.0246
1991.75,0.0698188594621058,0.0235
1991.83333333333,0.0704887885652047,0.0238
1991.91666666667,0.0726173182593318,0.024
1992,0.07294457846473,0.0227
1992.08333333333,0.0743198094444488,0.0237
1992.16666666667,0.0741356070342623,0.0248
1992.25,0.0736461698516126,0.0238
1992.33333333333,0.0760542932742216,0.0246
1992.41666666667,0.0781572330471201,0.0242
1992.5,0.0766161337243219,0.024
1992.58333333333,0.0760965065739855,0.0246
1992.66666666667,0.0761161391740142,0.0238
1992.75,0.0734069642103948,0.0244
1992.83333333333,0.0744699901121916,0.0251
1992.91666666667,0.0743422997339639,0.0251
1993,0.0726246105919003,0.0246
1993.08333333333,0.0714864002241978,0.0255
1993.16666666667,0.0704210018818333,0.0253
1993.25,0.070848628134138,0.0253
1993.33333333333,0.0707776333704666,0.0263
1993.41666666667,0.0704808710233288,0.0255
1993.5,0.0690124191441842,0.0264
1993.58333333333,0.0676058293922959,0.027
1993.66666666667,0.0674103413064331,0.0264
1993.75,0.0675295007447539,0.0277
1993.83333333333,0.065854091017724,0.0279
1993.91666666667,0.0652373000053871,0.0287
1994,0.0660816564060155,0.0295
1994.08333333333,0.0656850515424469,0.0308
1994.16666666667,0.0649539877300613,0.0312
1994.25,0.0637799435006622,0.0312
1994.33333333333,0.0605219492426154,0.0324
1994.41666666667,0.06071491486738,0.0316
1994.5,0.0608180510057251,0.0333
1994.58333333333,0.0604303942106265,0.0318
1994.66666666667,0.0588490423904855,0.0322
1994.75,0.0579305319407335,0.0342
1994.83333333333,0.0559173863265879,0.0337
1994.91666666667,0.0547930671234019,0.035
1995,0.0558551326133386,0.0337
1995.08333333333,0.0543995761268592,0.0338
1995.16666666667,0.0541450934084234,0.033
1995.25,0.0576589486386605,0.0334
1995.33333333333,0.0563514876641057,0.0311
1995.41666666667,0.0562868987260229,0.0316
1995.5,0.0568749386064998,0.0332
1995.58333333333,0.056553016563898,0.0329
1995.66666666667,0.0563904955094223,0.0329
1995.75,0.0552156484523343,0.0334
1995.83333333333,0.05599710437812,0.0322
1995.91666666667,0.0560179909592411,0.0353
1996,0.056486396814864,0.0332
1996.08333333333,0.0550048137673747,0.0324
1996.16666666667,0.0549481904189818,0.0333
1996.25,0.0555809578064448,0.0325
1996.33333333333,0.0555335273478121,0.0312
1996.41666666667,0.0530677576908981,0.0343
1996.5,0.0546379315480623,0.0321
1996.58333333333,0.0513375207006132,0.0322
1996.66666666667,0.0518826896628629,0.0339
1996.75,0.0521119766381809,0.0322
1996.83333333333,0.053597220884843,0.0349
1996.91666666667,0.0536809929466447,0.0345
1997,0.0528437278525868,0.0341
1997.08333333333,0.0524519940915805,0.0355
1997.16666666667,0.0515118734868387,0.0351
1997.25,0.0505308199035408,0.0347
1997.33333333333,0.048891043866029,0.0327
1997.41666666667,0.0499152050862265,0.0358
1997.5,0.0487627951962602,0.0345
1997.58333333333,0.0483684433969169,0.0351
1997.66666666667,0.04869946954454,0.0369
1997.75,0.0472360264357805,0.0362
1997.83333333333,0.0460569067106695,0.0385
1997.91666666667,0.0472166526922095,0.0359
1998,0.0464495422881943,0.0374
1998.08333333333,0.0459915981095747,0.0384
1998.16666666667,0.0467953015243814,0.0381
1998.25,0.0433175355450237,0.0383
1998.33333333333,0.044019159654078,0.0384
1998.41666666667,0.0451929722454621,0.0377
1998.5,0.0454908858330668,0.0378
1998.58333333333,0.0449153158392091,0.0384
1998.66666666667,0.0455577571120721,0.0366
1998.75,0.0454154282284367,0.0363
1998.83333333333,0.0440811961179642,0.0383
1998.91666666667,0.0435102500108199,0.0375
1999,0.0429918778731394,0.0399
1999.08333333333,0.0439744687587701,0.0405
1999.16666666667,0.041685287969437,0.039
1999.25,0.0432069891118963,0.0386
1999.33333333333,0.0416657680778106,0.0393
1999.41666666667,0.0427118546749062,0.0375
1999.5,0.0432088583538321,0.0382
1999.58333333333,0.0418704726386,0.0384
1999.66666666667,0.0423643838363582,0.0371
1999.75,0.0413390474418871,0.0387
1999.83333333333,0.0408212819139439,0.0384
1999.91666666667,0.0403275858379049,0.0391
2000,0.0401217429200025,0.0406
2000.08333333333,0.0411214690851912,0.0413
2000.16666666667,0.0402502211550613,0.0406
2000.25,0.0383955278772128,0.0408
2000.33333333333,0.0404388010225581,0.0382
2000.41666666667,0.039630832240464,0.0374
2000.5,0.0403927522174897,0.0383
2000.58333333333,0.0410696492976129,0.036
2000.66666666667,0.0394686986906917,0.0372
2000.75,0.0388018678745215,0.037
2000.83333333333,0.0394440480687176,0.0356
2000.91666666667,0.0393303920473584,0.0355
2001,0.041884561891516,0.0353824756606398
2001.08333333333,0.042372704434903,0.0364228502237284
2001.16666666667,0.0426683527417248,0.0354145243322865
2001.25,0.04367934581978,0.03316872026691
2001.33333333333,0.0434418565707029,0.0322011191894947
2001.41666666667,0.045229741135766,0.0308669963796675
2001.5,0.0458253859969092,0.0303576649449371
2001.58333333333,0.0491471483208174,0.031036263644231
2001.66666666667,0.0496010111883547,0.0279465792525818
2001.75,0.0533986646863679,0.0282539594408895
2001.83333333333,0.0554839156960621,0.0257002218524681
2001.91666666667,0.0572260143446173,0.0261598697203839
2002,0.0568656477832684,0.0255554860546416
2002.08333333333,0.0567910793415968,0.0255715401685413
2002.16666666667,0.0574746852527322,0.0237816737148829
2002.25,0.0594161340473311,0.0249576783555018
2002.33333333333,0.0579489160882584,0.023948170942058
2002.41666666667,0.0579595049997238,0.023872990442517
2002.5,0.0579407885195749,0.0235630477269117
2002.58333333333,0.0572654111124137,0.0232192484604404
2002.66666666667,0.0566876442783335,0.024163185665604
2002.75,0.0571658615136876,0.0227163246486918
2002.83333333333,0.0587420108796823,0.0239863211092036
2002.91666666667,0.0595590972384983,0.0242234569092689
2003,0.0583813563386941,0.0217148495583711
2003.08333333333,0.0589869952087611,0.0235523613963039
2003.16666666667,0.0588130555669694,0.0221131062442646
2003.25,0.060365662165299,0.0211573385037618
2003.33333333333,0.0611399317406143,0.0212150170648464
2003.41666666667,0.063010009792188,0.0223656294200849
2003.5,0.061514830870055,0.0231423012595146
2003.58333333333,0.0607463552869678,0.0203557649629554
2003.66666666667,0.0608817307036102,0.02177028594827
2003.75,0.0595163445023038,0.0210679135199978
2003.83333333333,0.0583401360544218,0.0224829931972789
2003.91666666667,0.0566827280224087,0.0226540084100621
2004,0.0570000408602443,0.0232494790318846
2004.08333333333,0.0556680230933344,0.0233387181427179
2004.16666666667,0.0577839176829268,0.0240363675958188
2004.25,0.0556350017024174,0.0240040858018386
2004.33333333333,0.0558392547513004,0.0238737973005134
2004.41666666667,0.0561915095619151,0.0251593652515937
2004.5,0.0550876147658641,0.022594317904829
2004.58333333333,0.0541459976688081,0.0258464124041094
2004.66666666667,0.0537733609198521,0.0240206220533867
2004.75,0.0545425020129505,0.0258537278490862
2004.83333333333,0.053535994384525,0.0266127617067804
2004.91666666667,0.0535867458242998,0.023450111104357
2005,0.0525842909159692,0.0275216342743652
2005.08333333333,0.0537866328758998,0.0256396430400906
2005.16666666667,0.0521392806841385,0.0267199493230722
2005.25,0.051515517773928,0.0271544256879255
2005.33333333333,0.0512592036767809,0.0278639430259746
2005.41666666667,0.0504161138584007,0.0254425816481057
2005.5,0.0495610043364206,0.0271829327051769
2005.58333333333,0.0490389173382116,0.028415198392298
2005.66666666667,0.0503687797591261,0.0276218040198994
2005.75,0.0496863354244305,0.0290131399124006
2005.83333333333,0.0504181521340752,0.0278812514577017
2005.91666666667,0.0485169632740119,0.0283143371325735
2006,0.0470262425606135,0.028505998109364
2006.08333333333,0.0476895400322621,0.0291886007129533
2006.16666666667,0.0468925092664425,0.0286778991201024
2006.25,0.0471895069624406,0.0313624644587456
2006.33333333333,0.0462040524528527,0.0317073655084763
2006.41666666667,0.046255797666398,0.029487162546084
2006.5,0.0473982176948942,0.0304801918389187
2006.58333333333,0.0467386432545018,0.0289620079622452
2006.66666666667,0.0451464440664108,0.031055900621118
2006.75,0.044244644536671,0.0311560697443453
2006.83333333333,0.0450900883167329,0.0301234859519966
2006.91666666667,0.0442736296257497,0.0304127491291936
2007,0.0464660711487228,0.0301676853157812
2007.08333333333,0.0452795408640176,0.0311341783073936
2007.16666666667,0.043978804450804,0.0307021842392405
2007.25,0.0449371863417194,0.0325515793616952
2007.33333333333,0.044317809654811,0.0307133032029868
2007.41666666667,0.0456021588985958,0.0304297541181775
2007.5,0.0467090046650202,0.0317469651234205
2007.58333333333,0.0462654419996203,0.0301016700600331
2007.66666666667,0.0467362822167468,0.0296322369536027
2007.75,0.0472441458908626,0.0303689051657168
2007.83333333333,0.0470634120973771,0.0301361848734033
2007.91666666667,0.0496693044348289,0.0301849036499955
2008,0.0498821910517126,0.0295009184554371
2008.08333333333,0.0487917580522346,0.0300937827442354
2008.16666666667,0.0508225693271305,0.0278023234659667
2008.25,0.0496654072017117,0.0274762793540961
2008.33333333333,0.0544059415565478,0.0261498480262859
2008.41666666667,0.0555688762450344,0.0271785267605451
2008.5,0.0578562688953771,0.0247946189850391
2008.58333333333,0.061031679826178,0.0242432472630156
2008.66666666667,0.0614220094455586,0.0237691660736236
2008.75,0.0650455848549808,0.0208037397660064
2008.83333333333,0.068145810565252,0.0218379580830192
2008.91666666667,0.0729753321910058,0.0208916620865798
2009,0.0781920757408728,0.0204007522209973
2009.08333333333,0.0834616728571613,0.0177173251886267
2009.16666666667,0.0871065897633862,0.0185813550634841
2009.25,0.0896582076125015,0.0164003391388204
2009.33333333333,0.0936948696905271,0.0148306590757818
2009.41666666667,0.0950580418314848,0.016475348380258
2009.5,0.0945036310209577,0.0162004375347892
2009.58333333333,0.0960034217501474,0.0144646710777865
2009.66666666667,0.0975706475456194,0.0151988922620866
2009.75,0.0998283306455808,0.0161720335015346
2009.83333333333,0.0989030270733958,0.0156357633969768
2009.91666666667,0.0986081992802607,0.0163476170882562
2010,0.098029762059889,0.0167313856818952
2010.08333333333,0.0983317501008497,0.0184587557093966
2010.16666666667,0.0987437806097925,0.0173168608805228
2010.25,0.099112674781079,0.0173261243548783
2010.33333333333,0.096365134887826,0.0204619348307169
2010.41666666667,0.0942219560462452,0.0194510988438704
2010.5,0.0944232258232427,0.0182248797912695
2010.58333333333,0.0950637955427489,0.0200018171670366
2010.66666666667,0.094684201980841,0.0194771878551713
2010.75,0.0944836788492206,0.0189930679858105
2010.83333333333,0.0978491484184915,0.0209894566098946
2010.91666666667,0.093381060852587,0.0208981451350472
2011,0.0914310694688216,0.0199526304457044
2011.08333333333,0.0902006344067774,0.0202592452386858
2011.16666666667,0.0895642082203213,0.0210332776966409
2011.25,0.0908996176966713,0.021238350169008
2011.33333333333,0.0902729363626294,0.0212341753594954
2011.41666666667,0.0910490002999752,0.0207308961433621
2011.5,0.0897852408538176,0.0225392724805595
2011.58333333333,0.0898673257023933,0.0235626951092612
2011.66666666667,0.0904944495267013,0.021598510358072
2011.75,0.0882950877170192,0.0245127012685031
2011.83333333333,0.0863048894425413,0.0234804837537631
2011.91666666667,0.0850222409818501,0.0231501022760479
2012,0.082892324832719,0.0244071485480726
2012.08333333333,0.0828403514556704,0.0252729988168435
2012.16666666667,0.0821523887068737,0.0233668715145171
2012.25,0.0818272994920573,0.0257465463133715
2012.33333333333,0.0817480918988028,0.0244921415933775
2012.41666666667,0.0818400469426049,0.024728693667262
2012.5,0.0816790148953197,0.0252407259209541
2012.58333333333,0.0805812758863553,0.0241336753616821
2012.66666666667,0.0780806908997164,0.0245488527971127
2012.75,0.0779407794077941,0.0249559638453527
2012.83333333333,0.0772830859158738,0.0243018450089482
2012.91666666667,0.0790217698614645,0.0249183951474028
2013,0.0800639432984727,0.0254874392506564
2013.08333333333,0.0769418975996703,0.0252588338312558
2013.16666666667,0.0754104706299797,0.0258314247927486
2013.25,0.0756785976292521,0.0262300989742204
2013.33333333333,0.0749279909474334,0.0256403662174673
2013.41666666667,0.0754483174851845,0.026613332990902
2013.5,0.0728475118734696,0.026671122565055
2013.58333333333,0.0724848173259214,0.0249670640403586
2013.66666666667,0.0723888314374354,0.0262385427171183
2013.75,0.0719970518448598,0.0266885623218015
2013.83333333333,0.0694747689434193,0.027192219753325
2013.91666666667,0.067043858179428,0.0265430268974494
2014,0.0656702198877388,0.0265268551418714
2014.08333333333,0.0665603313545532,0.0265430947434768
2014.16666666667,0.0665265208808675,0.0280270207911401
2014.25,0.062444889263624,0.0282424421860217
2014.33333333333,0.0633269957092572,0.0293286400657743
2014.41666666667,0.0607551362494942,0.0304867475450686
2014.5,0.0615869800714071,0.031934464479158
2014.58333333333,0.0614808172676616,0.0310382373662973
2014.66666666667,0.0593565752371187,0.0342796718790054
2014.75,0.0574745711783246,0.0314160225550931
2014.83333333333,0.058085294004882,0.0320267869694685
2014.91666666667,0.0557595373947752,0.0309789422511066
2015,0.0565815449277208,0.0326689167674967
2015.08333333333,0.054895176323383,0.0341155741681775
2015.16666666667,0.0543592755501363,0.0348946330190305
2015.25,0.0544377944734496,0.0331720361645231
2015.33333333333,0.056035166285022,0.035508813772193
2015.41666666667,0.0525079268059747,0.0354191338452331
2015.5,0.0520201022949483,0.0334273903322993
2015.58333333333,0.0508487516860509,0.038531036062403
2015.66666666667,0.05044885250713,0.0348809759272138
2015.75,0.050404983234394,0.034918271647356
2015.83333333333,0.0508055860741889,0.0366625810507865
2015.91666666667,0.0500332204891322,0.0361185813269213
2016,0.0481867576446803,0.0369282284559009
2016.08333333333,0.0485501765002521,0.0378971255673222
2016.16666666667,0.0500128785832302,0.0362485001162214
2016.25,0.050690896751937,0.0385130167587234
2016.33333333333,0.0481912535268037,0.0365465034260379
2016.41666666667,0.0487145130750407,0.0363408757792498
2016.5,0.0479980401271405,0.0360691985878865
2016.58333333333,0.0487835449543124,0.0373647861019541
2016.66666666667,0.0497952590255081,0.0355447863055211
2016.75,0.0489395695623571,0.0367657654835375
2016.83333333333,0.04735245069151,0.0350519729665342
2016.91666666667,0.0471010408447,0.0373940054359398
2017,0.0467861170279414,0.0373637388798396
2017.08333333333,0.0461594279959214,0.0351372146704283
2017.16666666667,0.0441684307811436,0.0369870798129102
2017.25,0.0442109202033116,0.0362406061928966
2017.33333333333,0.0437314141489867,0.0380525776544968
2017.41666666667,0.0429047642828606,0.0363688573711546
2017.5,0.0429509790479989,0.0392927920629183
2017.58333333333,0.0441009801601634,0.0388452293475147
2017.66666666667,0.0425344421000372,0.0389474990691324
2017.75,0.0417942847875041,0.0394238626652278
2017.83333333333,0.0421848435972325,0.0399055916402518
2017.91666666667,0.0413118634565671,0.0390631326502009
2018,0.0403258883627279,0.0393750699131213
2018.08333333333,0.040679202363733,0.0409264547713533
2018.16666666667,0.0400282028128595,0.0405229890033769
2018.25,0.0399268101204789,0.042145996501227
2018.33333333333,0.0382828332756661,0.0424904848994118
2018.41666666667,0.0397447752912891,0.0432525738240552
2018.5,0.0381604154218589,0.0445358843422179
2018.58333333333,0.0380799208214772,0.0444760608684894
2018.66666666667,0.0374675328681511,0.0444699451529117
2018.75,0.0381975621456071,0.0455775451716461
2018.83333333333,0.0375531209314894,0.0448549460807193
2018.91666666667,0.0391468450914795,0.0465301520777422
2019,0.0397329455152397,0.0459552168283598
2019.08333333333,0.0376444027263971,0.0460248222381732
2019.16666666667,0.0380715022344448,0.0433752394048028
2019.25,0.0366636733790117,0.0450038748723752
2019.33333333333,0.0364360280428384,0.0446817531075078
2019.41666666667,0.0363735536379682,0.0445859482251422
2019.5,0.0370499419279907,0.0439757931413901
2019.58333333333,0.0363000232027062,0.0429982781149633
2019.66666666667,0.0350596007117958,0.0437437535041318
2019.75,0.03570820358116,0.0433291163876995
2019.83333333333,0.0356725999416399,0.0443111078688843
2019.91666666667,0.0355375563907492,0.0418217475515941
2020,0.0357045085382992,0.040753876758914
2020.08333333333,0.0349796615734463,0.0433156803492494
2020.16666666667,0.0443285207217072,0.042852133686846
2020.25,0.147719637292105,0.0377170136111449
2020.33333333333,0.132377404317493,0.0291332755643544
2020.41666666667,0.11032913734265,0.0350763153618261
2020.5,0.102115754502535,0.0382746733944496
2020.58333333333,0.0837616517118216,0.0406332059786193
2020.66666666667,0.078377264724612,0.0401376003596089
2020.75,0.0687689049272374,0.0404402402439706
2020.83333333333,0.0665757739885077,0.0423211250770409
2020.91666666667,0.0670005287878317,0.0424274471989797
2021,0.0639398330917995,0.0423079806106641
2021.08333333333,0.0623969934575238,0.0449732807271638
2021.16666666667,0.0608229426433915,0.0483291770573566
2021.25,0.060692725204081,0.0526600473753909
2021.33333333333,0.0576243781094527,0.05818407960199
2021.41666666667,0.0586983628727582,0.0614465529755517
2021.5,0.0540605805428968,0.0637631266098672
2021.58333333333,0.0512360162697258,0.0684034248144273
2021.66666666667,0.0473822718969628,0.0678411096318771
2021.75,0.0450004327559133,0.0672564511542218
2021.83333333333,0.0416006803014524,0.0698849526438708
2021.91666666667,0.0393730345790999,0.0684258786316055
2022,0.0397978328759923,0.0697745482102587
2022.08333333333,0.0384444078365335,0.0685666172459869
2022.16666666667,0.0366216051638047,0.0710084033613445
2022.25,0.0366214542414868,0.0740361089247253
2022.33333333333,0.0364013579781215,0.0722855647899149
2022.41666666667,0.0362764102751667,0.069998658912744
2022.5,0.0351651567434431,0.0686232670430298
2022.58333333333,0.0359481093687369,0.070511496835789
2022.66666666667,0.0351879078018493,0.0616517417771352
2022.75,0.0362227297021525,0.0656673631018901
2022.83333333333,0.0361386439647309,0.0637762237762238
2022.91666666667,0.03494016058173,0.0643478260869565
2023,0.0346279916126389,0.065532284109807
2023.08333333333,0.0358383726661778,0.062473701294798
2023.16666666667,0.0350372935055895,0.0590815536660446
2023.25,0.0344939271255061,0.0574119058329585
2023.33333333333,0.0364859844444711,0.0598732068597725
2023.41666666667,0.035690110640541,0.0557695418031952
2023.5,0.035427251455689,0.0550020047515604
2023.58333333333,0.0374584970105926,0.0512997812337937
2023.66666666667,0.0377070580030638,0.0553565361483486
2023.75,0.038636770230783,0.0553342477190053
2023.83333333333,0.0371951944807898,0.050850481741406
2023.91666666667,0.0377152276351388,0.0517382449727961
2024,0.0367457675736081,0.0513030435224305
2024.08333333333,0.0385848634124496,0.0505627705627706
2024.16666666667,0.0386905825323662,0.0502912066316504
2024.25,0.0386456175441103,0.0481760601947758
2024.33333333333,0.0395413560271515,0.045405514931555
2024.41666666667,0.0407666438498854,0.0470283622511235
2024.5,0.0421649882660488,0.0440364792205092
2024.58333333333,0.0419653879023834,0.0445351818440794
2024.66666666667,0.0409062079512516,0.0453400354469097
2024.75,0.0413945424751229,0.0421723228916807
2024.83333333333,0.042310343188516,0.0452455081281491
2024.91666666667,0.0408550730656731,0.0476484304081354
2025,0.0401126833153727,0.0439722625685236
2025.08333333333,0.0413949365751149,0.0455626060260978
2025.16666666667,0.0415203615665539,0.0438475652291153
2025.25,0.0418733748210477,0.0420720483828556
2025.33333333333,0.0424432584599144,0.043369890329013
2025.41666666667,0.0411726728489259,0.045263528583167
2025.5,0.042479247631236,0.0431895833088727
2025.58333333333,0.0432374193397276,0.042206841630655
